,master_id,first_order_date,last_order_date,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,T_weekly,recency_weekly,frequency,monetary_avg,exp_sales_3_month,exp_sales_6_month,exp_average_value,clv,customer_segment
516,65b69b98-2931-11ea-b87a-000d3a38a36f,2019-11-23,2020-08-02,1.0,2.0,468.99,269.98,79.0,36.0,3.0,246.0,0.5445260341708715,1.0890520683417426,258.310306029727,295.160382473833,A
519,92ed15f6-b127-11e9-9757-000d3a38a36f,2019-02-15,2021-04-15,8.0,1.0,29.99,1668.59,120.0,113.0,9.0,189.0,0.7967025202247535,1.593405040449507,192.16925302837046,321.2756234180919,A
520,40b725e2-252b-11ea-bf27-000d3a38a36f,2019-01-29,2021-04-15,3.0,1.0,89.99,1114.2,122.0,115.0,4.0,301.0,0.4871611817803426,0.9743223635606859,311.9369414656068,318.887258535225,A
523,d92224e2-f5c6-11e9-841e-000d3a38a36f,2019-03-10,2021-04-15,3.0,3.0,264.96,1133.94,116.0,110.0,6.0,233.0,0.626670847036842,1.253341694073684,238.74054536601167,313.9520731510904,A
526,42dd039c-a884-11e9-a2fc-000d3a38a36f,2019-11-10,2021-04-15,9.0,2.0,190.87,1385.61,81.0,75.0,11.0,143.0,1.1452936018765,2.290587203753018,145.04849417033049,348.60028758653885,A
528,6c3851b4-ae66-11e9-a2fc-000d3a38a36f,2018-03-26,2021-04-15,12.0,3.0,270.86,2289.05,166.0,159.0,15.0,171.0,0.9421929942546865,1.884385988509342,172.7368729833769,341.52508340635944,A
531,2bef8166-96a6-11eb-a496-000d3a38a36f,2021-02-05,2021-04-16,1.0,3.0,849.94,319.92,17.0,10.0,4.0,292.0,1.0314301242023343,2.0628602484046694,302.64154101127326,655.0373032408532,A
552,f122eee2-5b05-11ea-8469-000d3a38a36f,2020-02-12,2021-04-17,3.0,1.0,160.73,727.52,68.0,61.0,4.0,222.0,0.6686082373912698,1.3372164747825384,230.34398192201215,323.1813382891798,A
553,781743fe-9fb2-11e9-a2fc-000d3a38a36f,2019-04-30,2021-04-17,7.0,2.0,259.97,1647.21,109.0,103.0,9.0,212.0,0.8438236910861089,1.6876473821722195,215.49876114639312,381.5875303546098,A
569,1a00cd5a-63aa-11ea-a6dc-000d3a38a36f,2020-03-10,2021-04-18,3.0,1.0,120.49,1277.34,64.0,58.0,4.0,349.0,0.6875781598066701,1.375156319613349,361.5124105553859,521.606465906846,A
570,8c1bf53c-70bf-11ea-91b2-000d3a38a36f,2020-02-10,2021-04-18,1.0,3.0,671.37,153.98,68.0,62.0,4.0,206.0,0.6686082373912698,1.3372164747825384,213.81882555875245,299.99591749218934,A
573,7e2d8b8e-ace3-11e9-a2fc-000d3a38a36f,2019-09-04,2021-04-18,15.0,1.0,62.98,2094.28,91.0,85.0,16.0,135.0,1.434293793360858,2.868587586721716,136.33914569529614,410.3518251904205,A
577,799f315c-d0c9-11ea-8b59-000d3a38a36f,2020-07-28,2021-04-18,1.0,3.0,920.33,317.96,44.0,38.0,4.0,310.0,0.8012435913190653,1.602487182638134,321.23234191994044,540.1091251703047,A
582,dbf4aa04-b067-11e9-9757-000d3a38a36f,2019-10-20,2021-04-19,2.0,1.0,299.9,383.95,84.0,78.0,3.0,228.0,0.5276134819117912,1.0552269638235834,239.51385773715302,265.1821040616216,A
584,6a42ef94-a269-11e9-a2fc-000d3a38a36f,2019-03-11,2021-04-19,1.0,5.0,1132.12,241.67,116.0,110.0,6.0,229.0,0.626670847036842,1.253341694073684,234.65396654337735,308.57808067949566,A
586,b33a2194-ac88-11e9-a2fc-000d3a38a36f,2019-11-14,2021-04-19,5.0,2.0,169.98,919.93,81.0,75.0,7.0,156.0,0.8414630757012217,1.682926151402454,159.48115280770432,281.60613480687255,A
588,a5da5cc4-d647-11e9-93bc-000d3a38a36f,2019-08-21,2021-04-19,8.0,1.0,59.99,2982.52,93.0,87.0,9.0,338.0,0.9232504233122358,1.8465008466244717,343.3038925755608,665.1137484724987,A
590,4fb72b06-b15d-11e9-89fa-000d3a38a36f,2019-06-14,2021-04-19,7.0,1.0,25.48,1305.68,103.0,96.0,8.0,166.0,0.8052807997392183,1.6105615994784366,169.2004443959334,285.9213104850909,A
598,0b8e86c2-a3cf-11e9-a2fc-000d3a38a36f,2019-04-06,2021-04-19,2.0,1.0,139.99,642.93,112.0,106.0,3.0,261.0,0.4494414112992664,0.8988828225985332,273.9740129402053,258.3926396341392,A
607,21c528f2-f4d7-11e9-9346-000d3a38a36f,2019-08-03,2021-04-20,6.0,1.0,39.99,1906.79,95.0,89.0,7.0,278.0,0.772965048921917,1.545930097843834,283.73759345747305,460.2294650117887,A
610,20daf39c-741d-11eb-b789-000d3a38a36f,2019-11-02,2021-04-20,6.0,1.0,229.98,1064.93,82.0,76.0,7.0,185.0,0.8361702828468577,1.6723405656937154,189.01751984740343,331.66104989497296,A
619,f7e2335e-a7c4-11e9-a2fc-000d3a38a36f,2015-11-23,2020-08-08,30.0,7.0,820.33,4696.0,288.0,246.0,37.0,149.0,1.3505751180300747,2.7011502360601574,149.6247338634029,424.0526848715358,A
621,f0e8b224-a22b-11e9-a2fc-000d3a38a36f,2019-03-07,2021-04-21,2.0,10.0,1537.63,249.97,117.0,111.0,12.0,149.0,0.9946072095572027,1.989214419114403,150.94019754297682,315.03165807191834,A
622,a2d2b184-4f46-11ea-99ba-000d3a38a36f,2019-12-04,2021-04-21,9.0,1.0,64.98,1503.86,78.0,72.0,10.0,157.0,1.090035091291215,2.180070182582424,159.4362359971465,364.6911246761607,A
624,95ac5fa6-a487-11e9-a2fc-000d3a38a36f,2019-05-06,2021-04-21,7.0,2.0,279.98,1054.44,108.0,102.0,9.0,148.0,0.8483853241125765,1.6967706482251512,150.58186899189528,268.07944296455804,A
638,61443c10-1b61-11ea-9812-000d3a38a36f,2019-07-14,2021-04-22,4.0,2.0,209.95,1125.22,98.0,93.0,6.0,223.0,0.6911347524225667,1.382269504845149,228.52409830942588,331.4304581758834,A
641,660508f0-7d64-11ea-80af-000d3a38a36f,2020-04-13,2021-04-22,6.0,1.0,90.49,801.47,59.0,53.0,7.0,127.0,0.9775993108245833,1.9551986216491652,129.94478576800518,266.57377747607194,A
649,69d1fed0-2282-11ea-8523-000d3a38a36f,2019-09-06,2021-04-22,1.0,2.0,750.21,237.29,91.0,85.0,3.0,329.0,0.5056273370539227,1.0112546741078459,344.98281760104027,366.0375949894329,A
662,1fac7a80-96f1-11eb-a496-000d3a38a36f,2021-03-17,2021-04-23,1.0,2.0,649.97,271.99,11.0,5.0,3.0,307.0,0.9653783657099358,1.9307567314198717,322.0093807990054,652.3246166841449,A
665,07f783c4-d6d3-11e9-93bc-000d3a38a36f,2019-09-01,2021-04-23,5.0,1.0,329.97,1371.07,91.0,86.0,6.0,284.0,0.7199349808170612,1.4398699616341224,290.8444253545993,439.3915513097305,A
666,22f9c6bc-5ef7-11ea-be5b-000d3a38a36f,2019-12-25,2021-04-23,2.0,2.0,589.89,364.96,75.0,69.0,4.0,239.0,0.6378135857393802,1.2756271714787597,247.90196055797557,331.79620099014556,A
667,e5ce776a-18ec-11ea-9213-000d3a38a36f,2019-06-15,2021-04-23,8.0,3.0,554.93,1291.36,102.0,97.0,11.0,168.0,1.0109166426187812,2.0218332852375647,170.34077365503097,361.35298260455085,A
668,7bb19f04-97f6-11ea-9d91-000d3a38a36f,2020-05-11,2021-04-23,2.0,3.0,650.72,820.74,55.0,50.0,5.0,294.0,0.8253855270639533,1.6507710541279084,302.5098856876014,523.9551372070267,A
669,83100f8c-ff27-11e9-a5e8-000d3a38a36f,2019-11-02,2021-04-23,2.0,4.0,461.41,542.97,82.0,77.0,6.0,167.0,0.7606904239125301,1.5213808478250612,171.31199479254533,273.4597441975175,A
671,b28cb44e-b185-11e9-89fa-000d3a38a36f,2020-01-15,2020-08-11,3.0,1.0,124.99,882.92,72.0,30.0,4.0,252.0,0.6506569518259261,1.3013139036518548,261.32865010312406,356.8098060403846,A
674,ee63092c-fd93-11ea-a657-000d3a38a36f,2020-09-22,2021-04-24,3.0,1.0,299.99,365.05,36.0,31.0,4.0,166.0,0.8579774323742465,1.7159548647484923,172.50593465060325,310.58293315849,A
683,f4ed1588-5b38-11ea-9405-000d3a38a36f,2019-12-21,2021-04-24,6.0,1.0,157.98,1222.82,75.0,70.0,7.0,197.0,0.8746824804865378,1.7493649609730757,201.2394648293479,369.3696973571264,A
684,9175d790-fa78-11e9-b138-000d3a38a36f,2019-08-31,2021-04-25,7.0,1.0,260.72,1467.88,91.0,86.0,8.0,216.0,0.8628067433258201,1.7256134866516417,220.0077523722494,398.3356688615863,A
685,7b2c02b0-13ab-11ea-a001-000d3a38a36f,2019-02-16,2021-04-25,4.0,8.0,1113.41,767.94,119.0,114.0,12.0,157.0,0.9844572661577422,1.9689145323154844,159.02584941087625,328.5203484175158,A
696,cfcc3e08-88c1-11ea-9c02-000d3a38a36f,2020-05-05,2021-04-26,4.0,2.0,155.47,726.21,56.0,51.0,6.0,147.0,0.9094160461427043,1.8188320922854075,150.87910067937372,287.93163382006395,A
700,7999138a-afd7-11e9-9757-000d3a38a36f,2018-12-20,2021-04-26,9.0,3.0,164.96,1520.26,128.0,123.0,12.0,140.0,0.9412335663922499,1.882467132784507,141.84383919158998,280.1596370718278,A
704,6bc2ac98-29ea-11ea-87cc-000d3a38a36f,2019-11-01,2021-04-26,4.0,1.0,89.99,1207.11,83.0,77.0,5.0,259.0,0.6809275387640032,1.3618550775280074,266.5968555964248,380.937391391068,A
