,master_id,order_channel,last_order_channel,first_order_date,last_order_date,last_order_date_online,last_order_date_offline,order_num_total_ever_online,order_num_total_ever_offline,customer_value_total_ever_offline,customer_value_total_ever_online,interested_in_categories_12
20,6de72a12-541a-11ea-b1db-000d3a38a36f,Mobile,Mobile,2019-12-29,2020-06-20,2020-06-20,2020-01-07,1.0,2.0,299.98,259.9,[AKTIFSPOR]
21,f8bc9ebc-15ed-11ea-aa74-000d3a38a36f,Android App,Mobile,2019-09-02,2020-06-20,2020-06-20,2019-09-02,2.0,1.0,60.99,371.5,"[ERKEK, KADIN]"
22,9e2a73ac-1e85-11ea-aa32-000d3a38a36f,Mobile,Mobile,2019-08-27,2020-06-20,2020-06-20,2019-08-27,2.0,2.0,59.98,1092.5,"[KADIN, AKTIFSPOR]"
23,d7fa4e6e-42ab-11ea-8b43-000d3a38a36f,Mobile,Mobile,2019-11-16,2020-06-20,2020-06-20,2019-11-16,2.0,1.0,139.99,387.96,[KADIN]
24,3e0f28ee-41a0-11ea-96d9-000d3a38a36f,Mobile,Mobile,2019-07-30,2020-06-20,2020-06-20,2019-07-30,3.0,1.0,79.98,1109.7,[AKTIFSPOR]
25,84da86f6-a83f-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2015-11-19,2020-06-20,2020-06-20,2019-11-13,2.0,2.0,149.98,235.96,[AKTIFSPOR]
26,a884ad28-b101-11e9-9757-000d3a38a36f,Mobile,Mobile,2019-05-07,2020-06-20,2020-06-20,2019-08-27,3.0,1.0,39.99,403.53,[AKTIFSPOR]
27,bf99e20c-b05d-11e9-9757-000d3a38a36f,Mobile,Mobile,2019-02-20,2020-06-20,2020-06-20,2019-10-14,4.0,2.0,350.39,513.96,[AKTIFSPOR]
28,b7ba79fe-212b-11ea-b50a-000d3a38a36f,Mobile,Mobile,2019-09-14,2021-03-03,2021-03-03,2019-12-14,1.0,2.0,349.97,109.99,[KADIN]
29,8d83f104-d60a-11e9-93bc-000d3a38a36f,Mobile,Mobile,2019-07-30,2021-03-03,2021-03-03,2019-07-30,2.0,1.0,29.99,431.93,[ERKEK]
30,daae9dfe-1e8e-11ea-aa32-000d3a38a36f,Mobile,Mobile,2019-03-25,2021-03-03,2021-03-03,2019-03-25,1.0,1.0,159.98,239.98,[ERKEK]
31,2bfd088c-22e3-11ea-8523-000d3a38a36f,Mobile,Mobile,2019-10-03,2021-03-03,2021-03-03,2019-10-03,1.0,1.0,84.98,313.47,"[KADIN, AKTIFSPOR]"
32,4ca9c082-a9a0-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-10-05,2021-03-03,2021-03-03,2019-10-05,2.0,1.0,119.98,468.07,"[ERKEK, AKTIFSPOR]"
33,5ece0254-6260-11ea-9861-000d3a38a36f,Mobile,Mobile,2019-08-04,2021-03-03,2021-03-03,2020-01-18,7.0,2.0,159.97,927.41,"[ERKEK, AKTIFSPOR]"
34,2660d55a-ae5a-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-13,2021-03-03,2021-03-03,2020-02-11,4.0,6.0,534.88,542.16,"[AKTIFCOCUK, COCUK, KADIN]"
35,d6da071e-1e4c-11ea-8bf2-000d3a38a36f,Mobile,Mobile,2019-11-14,2021-03-03,2021-03-03,2019-11-15,1.0,2.0,279.98,87.45,[]
36,0bfe064e-f047-11ea-bde9-000d3a38a36f,Android App,Mobile,2020-09-06,2021-03-03,2021-03-03,2020-09-06,6.0,1.0,79.98,709.01,"[AKTIFCOCUK, ERKEK, KADIN]"
37,6c823962-ee0f-11e9-9346-000d3a38a36f,Mobile,Mobile,2019-10-13,2020-06-21,2020-06-21,2019-10-13,1.0,1.0,329.99,239.99,[ERKEK]
38,3677d748-ad9e-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-06-26,2020-06-21,2020-06-21,2019-07-12,1.0,2.0,199.96,54.99,[ERKEK]
39,e8ecddd2-bc67-11ea-aa61-000d3a38a36f,Mobile,Mobile,2021-02-25,2021-03-04,2021-03-04,2021-02-25,1.0,1.0,297.49,240.0,[KADIN]
40,3b7228ce-7300-11eb-a9a7-000d3a38a36f,Mobile,Mobile,2021-02-25,2021-03-04,2021-03-04,2021-02-25,1.0,1.0,209.94,99.98,"[COCUK, KADIN, AKTIFSPOR]"
41,11a47b18-aa17-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2020-11-27,2021-03-04,2021-03-04,2020-11-27,1.0,1.0,279.0,181.3,[]
42,5ad0c046-5316-11ea-acd3-000d3a38a36f,Mobile,Mobile,2019-12-19,2021-03-04,2021-03-04,2020-03-10,1.0,3.0,263.46,123.99,"[AKTIFCOCUK, AKTIFSPOR]"
43,d3389d94-230d-11ea-8523-000d3a38a36f,Mobile,Mobile,2019-03-24,2021-03-04,2021-03-04,2019-03-24,1.0,1.0,104.98,154.98,"[KADIN, AKTIFSPOR]"
44,c55e35be-3ecc-11ea-b794-000d3a38a36f,Mobile,Mobile,2019-12-02,2020-06-22,2020-06-22,2019-12-02,2.0,1.0,99.99,119.98,[ERKEK]
45,283e0bd0-a22b-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-07,2020-06-22,2020-06-22,2019-03-07,3.0,1.0,74.99,287.96,[ERKEK]
46,9450c314-ac7e-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-15,2020-06-22,2020-06-22,2019-12-09,7.0,3.0,249.96,503.93,[KADIN]
47,6875c8b4-a3f7-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-04-09,2020-06-22,2020-06-22,2020-01-02,1.0,2.0,199.97,76.99,[ERKEK]
48,a5630c98-5bbf-11ea-b723-000d3a38a36f,Android App,Mobile,2020-01-06,2020-06-22,2020-06-22,2020-01-28,2.0,2.0,119.98,286.28,[ERKEK]
49,fe39ac16-b05a-11e9-9757-000d3a38a36f,Mobile,Mobile,2019-04-10,2020-06-22,2020-06-22,2019-09-17,2.0,1.0,99.99,389.97,[AKTIFSPOR]
50,1ba79718-559b-11eb-9e65-000d3a38a36f,Mobile,Mobile,2021-01-13,2021-03-05,2021-03-05,2021-01-13,1.0,1.0,165.96,149.9,"[AKTIFCOCUK, KADIN]"
51,4aaa488c-ddd1-11e9-a848-000d3a38a36f,Mobile,Mobile,2019-09-21,2021-03-05,2021-03-05,2019-09-21,1.0,1.0,99.98,69.99,[AKTIFSPOR]
52,eaa03c3a-3a23-11ea-85d6-000d3a38a36f,Ios App,Mobile,2019-11-13,2021-03-05,2021-03-05,2020-06-27,8.0,3.0,230.46,1161.56,"[ERKEK, KADIN, AKTIFSPOR]"
53,4b6a0fb2-2414-11ea-a30f-000d3a38a36f,Mobile,Mobile,2019-08-17,2021-03-05,2021-03-05,2019-08-17,2.0,1.0,89.99,799.8,[]
54,95a0ee0e-625b-11ea-9861-000d3a38a36f,Mobile,Mobile,2020-03-04,2021-03-05,2021-03-05,2021-02-26,1.0,5.0,378.91,55.99,"[AKTIFCOCUK, COCUK, KADIN]"
55,e0d14e8c-1198-11ea-846f-000d3a38a36f,Mobile,Mobile,2019-11-09,2020-06-23,2020-06-23,2019-11-09,2.0,1.0,219.9,989.74,[AKTIFSPOR]
56,b432c48a-5b23-11ea-9a20-000d3a38a36f,Mobile,Mobile,2019-12-27,2020-06-23,2020-06-23,2019-12-27,1.0,1.0,129.99,125.99,[AKTIFSPOR]
57,7910f1b6-b1f9-11e9-89fa-000d3a38a36f,Mobile,Mobile,2019-07-23,2021-03-06,2021-03-06,2019-07-23,1.0,1.0,39.99,79.99,[KADIN]
58,0a230598-5b3e-11ea-8602-000d3a38a36f,Mobile,Mobile,2019-12-23,2021-03-06,2021-03-06,2019-12-23,1.0,1.0,79.99,90.99,[AKTIFCOCUK]
59,4f81ec18-5b9c-11ea-a24e-000d3a38a36f,Mobile,Mobile,2020-02-14,2021-03-06,2021-03-06,2020-08-31,1.0,2.0,279.98,84.99,[AKTIFSPOR]
60,081002e8-f26a-11e9-9346-000d3a38a36f,Mobile,Mobile,2019-10-19,2021-03-06,2021-03-06,2019-10-19,2.0,1.0,209.97,195.96,[COCUK]
61,cd66102e-5b9b-11ea-bd25-000d3a38a36f,Mobile,Mobile,2020-02-21,2021-03-06,2021-03-06,2020-02-21,1.0,1.0,100.73,54.99,[AKTIFSPOR]
62,c42482e6-e5dc-11e9-ad00-000d3a38a36f,Mobile,Mobile,2019-10-03,2021-03-06,2021-03-06,2019-10-03,1.0,1.0,79.99,159.99,[AKTIFCOCUK]
63,ee9dade0-a94b-11e9-a2fc-000d3a38a36f,Ios App,Mobile,2016-10-28,2021-03-06,2021-03-06,2019-11-01,5.0,1.0,179.98,549.22,[AKTIFCOCUK]
64,0c867e26-aaf6-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2017-08-23,2020-06-24,2020-06-24,2019-12-05,4.0,2.0,613.92,426.96,"[KADIN, AKTIFSPOR]"
65,541875dc-d693-11e9-93bc-000d3a38a36f,Mobile,Mobile,2019-08-28,2020-06-24,2020-06-24,2019-08-28,2.0,1.0,49.99,184.94,"[ERKEK, KADIN]"
66,e17c3cb8-aaa8-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-08-03,2020-06-24,2020-06-24,2019-08-03,3.0,2.0,219.96,1011.91,"[AKTIFCOCUK, AKTIFSPOR]"
67,2b01014c-4483-11ea-8b43-000d3a38a36f,Mobile,Mobile,2019-10-08,2020-06-24,2020-06-24,2019-10-08,1.0,1.0,120.74,119.98,[KADIN]
68,7fd453fa-1eb7-11ea-aa32-000d3a38a36f,Mobile,Mobile,2019-09-06,2020-06-24,2020-06-24,2020-01-17,3.0,2.0,220.73,413.97,[AKTIFSPOR]
69,6f8458be-ac21-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-03-25,2020-06-24,2020-06-24,2019-04-18,6.0,1.0,79.99,565.9,"[COCUK, KADIN]"
70,b93800c0-3c7a-11ea-b550-000d3a38a36f,Mobile,Mobile,2019-07-13,2020-06-24,2020-06-24,2019-07-13,1.0,1.0,39.99,83.99,[AKTIFSPOR]
71,882bd402-fb0c-11e9-b138-000d3a38a36f,Mobile,Mobile,2019-10-30,2021-03-07,2021-03-07,2019-10-30,1.0,1.0,59.99,319.92,[AKTIFSPOR]
72,507081d0-4f34-11ea-99ba-000d3a38a36f,Mobile,Mobile,2019-12-03,2021-03-07,2021-03-07,2020-06-11,1.0,3.0,532.93,59.9,[COCUK]
73,c4f38c80-ae23-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-02-25,2021-03-07,2021-03-07,2020-12-08,5.0,1.0,64.98,531.4,"[ERKEK, COCUK, AKTIFSPOR]"
74,8d280312-4b35-11ea-a626-000d3a38a36f,Mobile,Mobile,2019-09-06,2021-03-07,2021-03-07,2020-07-21,1.0,2.0,110.48,166.97,"[AKTIFCOCUK, KADIN]"
75,e7a1aba6-aa66-11e9-a2fc-000d3a38a36f,Ios App,Mobile,2019-07-04,2021-03-07,2021-03-07,2019-07-04,4.0,1.0,59.99,774.08,"[AKTIFCOCUK, ERKEK, COCUK, KADIN]"
76,adc12d0e-a8b2-11e9-a2fc-000d3a38a36f,Android App,Mobile,2017-02-02,2021-03-07,2021-03-07,2019-02-28,10.0,1.0,129.99,886.93,[KADIN]
77,60b9059e-3df0-11ea-9e19-000d3a38a36f,Mobile,Mobile,2019-09-08,2021-03-07,2021-03-07,2020-03-02,1.0,2.0,390.72,439.92,[]
78,25673a0a-4a62-11ea-8533-000d3a38a36f,Mobile,Mobile,2019-10-06,2021-03-07,2021-03-07,2019-12-08,1.0,3.0,229.97,169.99,[]
79,c3705d4a-d6b7-11e9-93bc-000d3a38a36f,Ios App,Mobile,2019-08-31,2021-03-07,2021-03-07,2021-03-03,3.0,2.0,595.89,1224.79,[AKTIFSPOR]
80,9f000da8-aa29-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2017-04-22,2021-03-07,2021-03-07,2020-06-06,2.0,4.0,789.9,208.39,"[AKTIFCOCUK, AKTIFSPOR]"
81,ec555578-a528-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-09-21,2020-06-25,2020-06-25,2019-09-21,2.0,1.0,12.99,230.98,[AKTIFSPOR]
82,8d4d996e-ae24-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-02-26,2020-06-25,2020-06-25,2020-01-31,4.0,2.0,471.71,750.93,"[ERKEK, KADIN, AKTIFSPOR]"
83,179546e0-a721-11e9-a2fc-000d3a38a36f,Android App,Mobile,2014-06-29,2021-03-08,2021-03-08,2019-11-29,15.0,3.0,259.95,2297.53,"[AKTIFCOCUK, AKTIFSPOR]"
84,e7a1d4fc-aee2-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2017-09-14,2021-03-08,2021-03-08,2020-11-14,9.0,8.0,1028.33,1231.21,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
85,3adfc65a-44df-11ea-acaf-000d3a38a36f,Mobile,Mobile,2019-07-30,2021-03-08,2021-03-08,2020-02-21,3.0,3.0,239.8,344.97,[KADIN]
86,e1bc703a-4c6f-11ea-a626-000d3a38a36f,Mobile,Mobile,2019-09-05,2021-03-08,2021-03-08,2020-07-08,1.0,3.0,419.96,69.99,"[COCUK, AKTIFSPOR]"
87,62362c12-ac6e-11e9-a2fc-000d3a38a36f,Android App,Mobile,2017-06-29,2021-03-08,2021-03-08,2019-09-14,7.0,1.0,72.98,1404.41,[]
88,f2b89784-a769-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2015-02-05,2021-03-08,2021-03-08,2019-09-19,3.0,1.0,99.98,332.52,[AKTIFSPOR]
89,94e625d4-4365-11ea-8b43-000d3a38a36f,Mobile,Mobile,2019-09-06,2021-03-08,2021-03-08,2019-09-06,1.0,1.0,89.99,64.99,[ERKEK]
90,7197e050-fd7d-11e9-a5e8-000d3a38a36f,Ios App,Mobile,2019-11-02,2021-03-08,2021-03-08,2019-11-02,4.0,1.0,99.99,725.85,"[ERKEK, KADIN]"
91,bbc89b82-53be-11ea-abe0-000d3a38a36f,Mobile,Mobile,2019-11-09,2021-03-08,2021-03-08,2019-12-18,1.0,2.0,289.98,109.98,[COCUK]
92,ea3e53c2-5b42-11ea-9d4c-000d3a38a36f,Mobile,Mobile,2020-01-07,2021-03-08,2021-03-08,2020-01-07,1.0,1.0,147.98,299.9,[AKTIFSPOR]
93,e1ddac60-5bc8-11ea-ac49-000d3a38a36f,Mobile,Mobile,2020-01-02,2021-03-08,2021-03-08,2020-01-04,1.0,2.0,279.97,104.99,[ERKEK]
94,be46afa0-e2d7-11e9-ad00-000d3a38a36f,Mobile,Mobile,2019-09-29,2020-06-26,2020-06-26,2019-09-29,2.0,2.0,239.98,340.16,"[AKTIFCOCUK, KADIN]"
95,319d9fb2-aac1-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2016-10-29,2021-03-09,2021-03-09,2019-12-24,7.0,3.0,229.97,1126.47,"[COCUK, AKTIFSPOR]"
96,e22bc1a6-27e4-11ea-a043-000d3a38a36f,Mobile,Mobile,2019-07-04,2021-03-09,2021-03-09,2019-07-04,3.0,2.0,189.97,201.47,[AKTIFSPOR]
97,3b35b038-d193-11ea-b0fc-000d3a38a36f,Mobile,Mobile,2020-07-29,2021-03-09,2021-03-09,2020-07-30,1.0,2.0,270.72,179.99,"[KADIN, AKTIFSPOR]"
98,a2800368-b1f7-11e9-89fa-000d3a38a36f,Mobile,Mobile,2019-07-23,2021-03-09,2021-03-09,2019-07-23,1.0,1.0,19.99,151.79,"[AKTIFCOCUK, COCUK]"
99,415e400e-76a5-11ea-b23f-000d3a38a36f,Android App,Mobile,2020-04-23,2021-03-09,2021-03-09,2020-10-15,10.0,2.0,322.38,1004.9,"[AKTIFCOCUK, ERKEK, COCUK, KADIN, AKTIFSPOR]"
100,59ae4048-b155-11e9-9757-000d3a38a36f,Mobile,Mobile,2019-08-19,2021-03-09,2021-03-09,2019-08-19,1.0,1.0,89.99,184.98,[AKTIFSPOR]
101,2f01ba8a-a144-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-19,2020-06-27,2020-06-27,2019-12-19,2.0,2.0,189.98,220.96,[KADIN]
102,74e179dc-1c37-11ea-a490-000d3a38a36f,Mobile,Mobile,2019-10-27,2020-06-27,2020-06-27,2019-10-27,1.0,1.0,399.98,405.96,"[ERKEK, KADIN, AKTIFSPOR]"
103,7797f5e6-5bb8-11ea-9159-000d3a38a36f,Android App,Mobile,2019-12-27,2020-06-27,2020-06-27,2019-12-27,2.0,1.0,139.99,269.98,[ERKEK]
104,d5e0e4ce-f80c-11e9-b138-000d3a38a36f,Mobile,Mobile,2019-10-26,2021-03-10,2021-03-10,2019-10-26,1.0,1.0,189.98,109.99,[AKTIFSPOR]
105,375774bc-a89d-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2015-09-29,2021-03-10,2021-03-10,2019-07-04,4.0,1.0,29.99,457.72,"[AKTIFCOCUK, COCUK, KADIN]"
106,63e38f7e-f763-11e9-841e-000d3a38a36f,Mobile,Mobile,2020-03-02,2021-03-10,2021-03-10,2020-03-02,1.0,1.0,140.4,175.2,[]
107,3e41f07c-d6ce-11e9-93bc-000d3a38a36f,Mobile,Mobile,2019-09-01,2021-03-10,2021-03-10,2019-09-01,2.0,1.0,49.99,337.97,[AKTIFCOCUK]
108,bc4be74c-b1b3-11e9-89fa-000d3a38a36f,Mobile,Mobile,2019-07-18,2021-03-10,2021-03-10,2019-10-05,1.0,2.0,189.96,308.9,[]
109,1fd132ac-a3bf-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-02-12,2021-03-10,2021-03-10,2019-04-08,2.0,3.0,229.97,213.96,"[ERKEK, AKTIFSPOR]"
110,70367542-b15a-11e9-9757-000d3a38a36f,Android App,Mobile,2019-03-07,2021-03-10,2021-03-10,2020-10-31,4.0,4.0,431.14,550.03,[COCUK]
111,ba86c08e-ac3c-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-10-18,2021-03-10,2021-03-10,2020-10-07,1.0,3.0,781.45,275.97,"[KADIN, AKTIFSPOR]"
112,2b2e6e80-2fd8-11ea-bb80-000d3a38a36f,Mobile,Mobile,2019-08-01,2021-03-10,2021-03-10,2021-02-04,1.0,2.0,150.97,74.99,[KADIN]
113,48b401f6-3e3b-11ea-b1ad-000d3a38a36f,Mobile,Mobile,2019-11-20,2021-03-10,2021-03-10,2019-11-20,1.0,1.0,89.99,179.99,[AKTIFSPOR]
114,f59c5da6-6239-11ea-9d1a-000d3a38a36f,Mobile,Mobile,2019-07-15,2021-03-10,2021-03-10,2020-03-12,1.0,2.0,197.71,83.99,[AKTIFCOCUK]
115,604250c0-5b37-11ea-8e7d-000d3a38a36f,Mobile,Mobile,2020-01-14,2020-06-28,2020-06-28,2020-01-14,2.0,1.0,119.99,229.94,[AKTIFSPOR]
116,33df9750-1e64-11ea-8bf2-000d3a38a36f,Mobile,Mobile,2019-11-29,2020-06-28,2020-06-28,2019-11-29,1.0,1.0,119.99,47.99,[KADIN]
117,267f4a64-5b4b-11ea-a909-000d3a38a36f,Mobile,Mobile,2020-01-02,2021-03-11,2021-03-11,2020-01-02,1.0,1.0,59.99,134.99,[AKTIFSPOR]
118,1fb00cfa-c5e0-11ea-9189-000d3a38a36f,Mobile,Mobile,2020-07-14,2021-03-11,2021-03-11,2020-07-14,2.0,1.0,319.99,255.71,"[AKTIFCOCUK, KADIN, AKTIFSPOR]"
119,efe7ee60-a354-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-27,2021-03-11,2021-03-11,2019-03-27,1.0,1.0,189.97,184.97,"[AKTIFCOCUK, COCUK, AKTIFSPOR]"
120,48ff7954-20bf-11ea-97c9-000d3a38a36f,Mobile,Mobile,2019-10-05,2021-03-11,2021-03-11,2019-10-05,1.0,1.0,59.99,197.99,[ERKEK]
121,f6d1a0c4-a6bd-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2014-02-17,2021-03-11,2021-03-11,2019-02-19,22.0,1.0,109.98,2277.2,[AKTIFSPOR]
122,aa06cf1e-9e19-11e9-9897-000d3a38a36f,Mobile,Mobile,2018-06-14,2021-03-11,2021-03-11,2020-11-01,3.0,6.0,604.65,662.86,"[AKTIFCOCUK, COCUK, KADIN, AKTIFSPOR]"
123,c2b11228-a9f8-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2020-02-10,2021-03-11,2021-03-11,2021-03-03,3.0,1.0,237.49,1089.97,"[KADIN, AKTIFSPOR]"
124,4b59a568-b061-11e9-9757-000d3a38a36f,Mobile,Mobile,2019-10-24,2021-03-11,2021-03-11,2019-11-26,1.0,2.0,219.98,143.99,[KADIN]
125,c822e5a4-3861-11ea-85d6-000d3a38a36f,Mobile,Mobile,2019-10-06,2020-06-29,2020-06-29,2019-10-06,1.0,1.0,373.98,324.9,[AKTIFSPOR]
126,bb57d1f8-a249-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-09,2020-06-29,2020-06-29,2019-03-09,1.0,2.0,433.84,104.97,"[COCUK, KADIN]"
127,63494fac-a2ce-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-03-19,2021-03-12,2021-03-12,2019-03-19,1.0,1.0,99.99,208.11,"[AKTIFCOCUK, AKTIFSPOR]"
128,eb5dc146-f80b-11ea-a533-000d3a38a36f,Mobile,Mobile,2020-09-15,2021-03-12,2021-03-12,2020-09-15,1.0,1.0,89.99,109.99,[KADIN]
129,c11e4f22-3fb0-11ea-aa6b-000d3a38a36f,Mobile,Mobile,2019-08-12,2021-03-12,2021-03-12,2019-08-12,1.0,1.0,199.99,239.97,[AKTIFSPOR]
130,aa252d7c-ae83-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2019-09-14,2021-03-12,2021-03-12,2020-03-04,5.0,4.0,400.94,1019.66,[AKTIFSPOR]
131,0d54e5e6-9de9-11e9-9897-000d3a38a36f,Mobile,Mobile,2017-12-17,2021-03-12,2021-03-12,2019-11-19,6.0,1.0,39.99,547.98,[KADIN]
132,0ad69060-ae21-11e9-a2fc-000d3a38a36f,Ios App,Mobile,2018-12-09,2021-03-12,2021-03-12,2019-02-16,4.0,1.0,279.98,645.98,[KADIN]
133,7d350e3c-2506-11ea-bf27-000d3a38a36f,Android App,Mobile,2019-10-28,2021-03-12,2021-03-12,2019-10-28,4.0,1.0,199.99,358.41,[]
134,e5005e12-1340-11eb-8ffc-000d3a38a36f,Mobile,Mobile,2020-10-06,2021-03-12,2021-03-12,2020-10-06,1.0,1.0,69.99,59.99,[COCUK]
135,5f40e0ee-63e6-11ea-a6dc-000d3a38a36f,Mobile,Mobile,2020-03-11,2021-03-12,2021-03-12,2021-01-25,1.0,3.0,307.85,109.97,"[AKTIFCOCUK, COCUK, KADIN]"
136,dc885aa6-1b65-11ea-9812-000d3a38a36f,Mobile,Mobile,2019-11-15,2020-06-30,2020-06-30,2019-11-15,1.0,1.0,165.98,439.9,[AKTIFSPOR]
137,8d33e08a-abab-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2018-01-09,2020-06-30,2020-06-30,2019-12-10,2.0,1.0,169.98,345.98,[AKTIFSPOR]
138,6a39dc88-1956-11ea-b6a2-000d3a38a36f,Mobile,Mobile,2019-04-25,2020-06-30,2020-06-30,2019-10-27,4.0,2.0,204.98,554.44,"[ERKEK, AKTIFSPOR]"
139,59810e0a-a71b-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2014-06-13,2020-06-30,2020-06-30,2020-01-01,4.0,1.0,39.99,459.11,"[ERKEK, COCUK, KADIN]"
140,15cda416-a9f5-11e9-a2fc-000d3a38a36f,Mobile,Mobile,2016-05-16,2020-06-30,2020-06-30,2019-06-26,3.0,1.0,29.99,417.97,[ERKEK]
